guid,description,typology
028f61ba-02dd-448d-a669-3166bb3d1e56,1996г. Встреча ветеранов с воинами.,фотографии и негативы
a8990cdf-4484-40d3-bf32-c1d120021a7a,Государственный кредитный билет 1000 рублей. Клад бумажных денег.,предметы нумизматики
e70a318c-0162-4964-9c41-67a10a6143a5,"Марка почтовая ""Конькобежный спорт. IХ зимние Олимпийские игры в Инсбруке"". Польша.",предметы нумизматики
fab749ab-fa96-4b42-a29b-0a6d1c24d96a,Пластинка. «Алла Баянова. Румыния».,прочие
f1f54b50-dbf6-4bee-92c1-7ff52f1b2b4c,Бегемоты. Скульптура,скульптура
ab62a593-e2da-4b84-9fda-501421c81eb2,Серьга. Русские,"предметы прикладного искусства, быта и этнографии"
0c43ab21-f837-416a-b81f-246222609aa9, Негатив. Торжественный парад пионеров на Красной площади в день 50-летия пионерской организации,фотографии и негативы
59b1dcac-9c34-4b46-888d-efebcba34856,Фотонегатив. Чумакова Э.Б.КОАО,фотографии и негативы
96602dea-def6-4c18-a8c5-7f8abcbc1c04,Скилур. Пластическая антропологическая реконструкция. Бюст,скульптура
372c68cc-097d-40a8-a92c-fc2d1fdf50ff,Документ. Приветствие заводу Дезхимоборудования к 100-летию его основания от Совета Народного ХозяйстваПензенского экономического района.,документы
98b6ad21-0e2e-4ea3-ae66-1b4554b4002c,Дно горшка гладкостенного.,предметы археологии
09e5d9ee-c8a1-44a5-a694-8c89cff37441,Проект программы «О развитии малого и среднего предпринимательства России» общероссийской политической общественной организации «Отечество»,предметы печатной продукции
8188d183-6fb1-449e-881a-7f3c97a4ee87,Монета. 50 копеек,предметы нумизматики
99665bce-6a35-46a1-b6c7-984f70fd9418,Реконструкция по черепу мужчины из Болшневского могильника (Калининская [Тверская] область). Верхневолжская группа памятников фатьяновской культуры II тыс.до н.э. (1600-1400 лет до н.э.). Пластическая антропологическая реконструкция. Скульптура,скульптура
588ca618-9f63-4892-ae12-29d0f151a7de," Негатив. Строительство жилых домов в поселке строителей КАЭ, Курчатов",фотографии и негативы
0730b7cd-5cd9-4891-b2e1-7c6ca7656bea,Газета. ЛДПР № 27(89). Издание Либерально-демократической партии России и фракции ЛДПР в Государственной Думе. Отпечатано в ПО «Пресса-1».,предметы печатной продукции
360356fa-f9e2-42dc-b09c-406279e3befa,"Конволют. Комов Иван. О земледелии. - М.: Тип. Пономарева, 1788 г.; О земледельнях орудиях. - СПб.: Тип. Б.Л. Гэка, 1785 г. На русском языке",редкие книги
45e6e6da-5521-4c21-8830-98bcf0aa64c1,"Скатерть. Льняная, ручной работы, сшита из двух частей. Выткана в клетку белого и серого цветов.","предметы прикладного искусства, быта и этнографии"
fa4d23c9-aeb0-4002-979e-5b0366409186,"Грампластинка. «Отчего» гост 5289-56, Апрелевский завод, пластмасса, д-24см",прочие
97415f37-2b5a-4f4b-9bd0-204db3a25e95,"Плакат ""С Новым годом!""",графика
785f227c-d5b6-40c9-b380-72279670702e,Удостоверение к медали «За трудовое отличие» Ж №373909 от 08.10.63 г.,документы
48e70733-ad90-4b86-92f6-8b56fa188ffa,"Монета. ""175-летие Бородинской битвы"". 1 рубль",предметы нумизматики
82eb1761-e315-467e-a987-42b2b8cd2ad5, Негатив. Полевые работы в одном из колхозов Льговского района,фотографии и негативы
3e558978-d87f-427c-b302-e05daefc3268,Грампластинка. Эстрадный оркестр Всесоюзного Радио. Дирижер Б.П.Карамышев.,"предметы прикладного искусства, быта и этнографии"
a03ba4ee-90c1-4e38-a614-51612a64ecfc,Поздравительная телеграмма  с юбилеем медсанчасти г. Стрежевого от  старейшей работницы Андрияновой Антонины Макаровны.,документы
5d37d3f4-5694-4596-94c9-fd1848d19451,"Плакат. ""Комсомольцы, молодые труженики страны! Становитесь в ряды молодых гвардейцев XI пятилетки!""",графика
864bc512-b3eb-43c7-997a-5839d9de4723,"Значок с гербом г. Трок  Виленской  губернии, из коллекции значков ""Гербы Российской империи""",предметы нумизматики
